objectid,title,creator,date,description,subject,location,latitude,longitude,source,display_template,type,format,language,rights,rightsstatement,filename,identifier,object_location,image_small,image_thumb
col008_mp_37,Robert E. Edwards-New Meridian Policeman,Meridian Times,1969-05,"Robert E. Edwards, a new police officer. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_037.jpg,col008_meridianpolice_037,objects/col008_meridianpolice_037.jpg,objects/small/col008_meridianpolice_037_sm.jpg,objects/thumbs/col008_meridianpolice_037_th.jpg
col008_mp_38,Gene Hiner Examines Shooting Evidence,Meridian Times,1969-04,Police Chief Gene Hiner examines bullet holes in window of Davis Food Store. Hiner fired four shoots while reporting to a nighttime burglar alarm and seeing two men near the cash register,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_038.jpg,col008_meridianpolice_038,objects/col008_meridianpolice_038.jpg,objects/small/col008_meridianpolice_038_sm.jpg,objects/thumbs/col008_meridianpolice_038_th.jpg
col008_mp_39,Idaho Jaycees Bicycle Safety Campaign,Meridian Times,1970-04,"Idaho Jaycees sponsor an annual bicycle and motorcycle safety campaign. From left to right: Jim Heath (State President of Idaho Jaycees), Gene Hiner (Police Chief), Harlan Schildauer (Meridian Jaycee President), Robert Gaston (Meridian police officer)",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_039.jpg,col008_meridianpolice_039,objects/col008_meridianpolice_039.jpg,objects/small/col008_meridianpolice_039_sm.jpg,objects/thumbs/col008_meridianpolice_039_th.jpg
col008_mp_40,Noted Escape Artist-Steve Baker,Meridian Times,1970-09,"Steve Baker, an escape artist, discusses his September 19th pre-show escape from Meridian City Jail with Chief Gene Hiner",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_040.jpg,col008_meridianpolice_040,objects/col008_meridianpolice_040.jpg,objects/small/col008_meridianpolice_040_sm.jpg,objects/thumbs/col008_meridianpolice_040_th.jpg
col008_mp_41,Merry Christmas Boxes,Meridian Times,1970-12-24,"Police Chief Gene Hiner helps the Meridian Jaycees with Merry Christmas boxes of food to be donated to community families; Left to right: Larry Cantrell, Jerry Gould, George Cuttlers",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_041.jpg,col008_meridianpolice_041,objects/col008_meridianpolice_041.jpg,objects/small/col008_meridianpolice_041_sm.jpg,objects/thumbs/col008_meridianpolice_041_th.jpg
col008_mp_42,Davis Food Store Robbery,C.E. Kimball/Meridian Times,1971-01-16,"Davis Food Store clerk, Jessie Jackson, shows Police Chief Hiner that the robbery suspects did not get a stack of five dollar bills under the cash tray, although they took the other cash. George Davis, store owner, is on the phone in the background.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_042.jpg,col008_meridianpolice_042,objects/col008_meridianpolice_042.jpg,objects/small/col008_meridianpolice_042_sm.jpg,objects/thumbs/col008_meridianpolice_042_th.jpg
col008_mp_43,High School Student Jail Project,Horton Studio/Meridian Times,1971-01-14,"Dave Cheney, Meridian High School student body president, went for reality on a school project. Cheney arranged with Police Chief Hiner to ""arrest"" him and let him spend a night in a Meridian City Jail cell.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_043.jpg,col008_meridianpolice_043,objects/col008_meridianpolice_043.jpg,objects/small/col008_meridianpolice_043_sm.jpg,objects/thumbs/col008_meridianpolice_043_th.jpg
col008_mp_44,Newspaper Reports New Meridian Police Uniforms,Meridian Times,1973,Officer Lee Cordell pictured in newspaper announcing Meridian Police new blue uniforms. Previously they had two-toned uniforms.,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_044.jpg,col008_meridianpolice_044,objects/col008_meridianpolice_044.jpg,objects/small/col008_meridianpolice_044_sm.jpg,objects/thumbs/col008_meridianpolice_044_th.jpg
col008_mp_45,Sidney Spath-New Police Chief,Meridian Times,1973-04-05,"Sidney Spath becomes the new Meridian Police Chief after Gene Hiner resigned on February 28, 1973. Hiner had moved out of the city. Spath had served with the Meridian police for the previous four years. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_045.jpg,col008_meridianpolice_045,objects/col008_meridianpolice_045.jpg,objects/small/col008_meridianpolice_045_sm.jpg,objects/thumbs/col008_meridianpolice_045_th.jpg
col008_mp_46,Gene Hiner's Chief of Police Card,Meridian Police Department,1960,Gene Hiner's Chief of Police Card signed by Mayor Don Storey (circa mid 1960s). Expiration date for card set for 1969.,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_046.jpg,col008_meridianpolice_046,objects/col008_meridianpolice_046.jpg,objects/small/col008_meridianpolice_046_sm.jpg,objects/thumbs/col008_meridianpolice_046_th.jpg
col008_mp_47,Hiner's American Legion Recognition,American Legion,1967-03-21,"The American Legion, through post number 113, presented Gene Hiner a Certificate of Achievement for his duties as a police officer. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_047.jpg,col008_meridianpolice_047,objects/col008_meridianpolice_047.jpg,objects/small/col008_meridianpolice_047_sm.jpg,objects/thumbs/col008_meridianpolice_047_th.jpg
col008_mp_48,Meridian Police Department Wooden Crest,Meridian Library District,2023,Meridian Police Department Wooden Crest; picture taken 2023,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_048.jpg,col008_meridianpolice_048,objects/col008_meridianpolice_048.jpg,objects/small/col008_meridianpolice_048_sm.jpg,objects/thumbs/col008_meridianpolice_048_th.jpg
col008_mp_49,Police Chief Gene Hiner Scrapbook Part 1,Gene Hiner Family,1956,"The Police Chief Gene Hiner Scrapbook was prepared by the family of Gene Hiner and gifted to the Meridian Police Department. The Hiner family and the MPD have provided permission for this scrapbook to be included in this digital collection. Digitization staff have divided the scrapbook into 7 parts for website use. The scrapbook collection, in all its parts combined, contains certificates of achievement presented to Gene Hiner, photographs of crime evidence, photographs of police officers, newspaper articles detailing events related to the Meridian Police Department and the City of Meridian, letters of recommendation in behalf of Gene Hiner, letters of recognition to MPD and Gene Hiner, and other items. The scrapbook collection as a whole contains content from 1956 to 1992. The majority of the content focuses from the 1960s into the early 1970s. ",Police forces; Police officers; Police service; Policemen; suburban police; Press and Police; Police Chiefs; Police-Public Relations,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",pdf,text,application/pdf,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_mphinerscrapbook_part1.pdf,col008_mphinerscrapbook_part1,objects/col008_mphinerscrapbook_part1.pdf,objects/small/col008_mphinerscrapbook_part1_sm.jpg,objects/thumbs/col008_mphinerscrapbook_part1_th.jpg
